Temperature (K),g-r,r-i,g-i
14800,-0.16582685313019496,-0.08810302922572943,-0.2539298823559244
14900,-0.16871620937117626,-0.08963120823451964,-0.2583474176056959
15000,-0.17156246405908682,-0.09113646003708409,-0.2626989240961709
15100,-0.1743665360745914,-0.09261928227490734,-0.26698581834949875
15200,-0.17712931920423514,-0.09408015862643448,-0.2712094778306696
15300,-0.17985168296850595,-0.09551955928369193,-0.2753712422521979
15400,-0.18253447341804196,-0.09693794140984935,-0.2794724148278913
15500,-0.18517851389938045,-0.09833574957859637,-0.2835142634779768
15600,-0.18778460579157552,-0.09971341619615681,-0.28749802198773233
15700,-0.19035352921494442,-0.10107136190672283,-0.29142489112166725
15800,-0.1928860437131451,-0.10240999598205625,-0.29529603969520135
15900,-0.19538288890972577,-0.10372971669596265,-0.2991126056056884
16000,-0.1978447851402375,-0.10503091168430245,-0.30287569682453996
16100,-0.20027243406093986,-0.10631395829119106,-0.3065863923521309
16200,-0.2026665192350925,-0.10757922390197805,-0.31024574313707054
16300,-0.2050277066977707,-0.10882706626359462,-0.3138547729613653
16400,-0.20735664550009947,-0.11005783379280576,-0.3174144792929052
16500,-0.20965396823375915,-0.11127186587290461,-0.32092583410666375
16600,-0.2119202915365872,-0.1124694931393243,-0.3243897846759115
16700,-0.21415621658003436,-0.11365103775465935,-0.3278072543346937
16800,-0.21636232953923584,-0.11481681367353369,-0.33117914321276953
16900,-0.218539202046391,-0.11596712689774957,-0.33450632894414056
17000,-0.22068739162813378,-0.11710227572212184,-0.3377896673502556
17100,-0.22280744212753256,-0.11822255097139145,-0.341029993098924
17200,-0.22489988411134476,-0.11932823622858035,-0.3442281203399251
17300,-0.22696523526309842,-0.1204196080551534,-0.3473848433182518
17400,-0.2290040007625782,-0.12149693620330804,-0.35050093696588625
17500,-0.23101667365224365,-0.12256048382073048,-0.35357715747297414
17600,-0.2330037351910912,-0.12361050764811299,-0.3566142428392042
17700,-0.2349656551964574,-0.12464725820972844,-0.35961291340618584
17800,-0.23690289237422646,-0.1256709799973421,-0.3625738723715686
17900,-0.238815894637894,-0.12668191164772713,-0.3654978062856211
18000,-0.24070509941690954,-0.12768028611403892,-0.36838538553094846
18100,-0.24257093395472062,-0.12866633083129075,-0.3712372647860114
18200,-0.2444138155968978,-0.12964026787616256,-0.37405408347306035
18300,-0.24623415206972554,-0.13060231412136525,-0.3768364661910908
18400,-0.24803234174961553,-0.1315526813847796,-0.3795850231343951
18500,-0.2498087739236905,-0.13249157657355837,-0.38230035049724886
18600,-0.25156382904186314,-0.13341920182340017,-0.3849830308652633
18700,-0.2532978789607334,-0.1343357546331745,-0.3876336335939079
18800,-0.25501128717959975,-0.13524142799507555,-0.3902527151746753
18900,-0.25670440906888814,-0.13613641052047476,-0.3928408195893629
19000,-0.2583775920912583,-0.13702088656163802,-0.39539847865289635
19100,-0.2600311760156713,-0.1378950363294622,-0.3979262123451335
19200,-0.2616654931246707,-0.13875903600737294,-0.4004245291320436
19300,-0.26328086841511444,-0.1396130578615442,-0.40289392627665865
19400,-0.2648776197926026,-0.14045727034755684,-0.40533489014015944
19500,-0.2664560582598283,-0.14129183821363833,-0.40774789647346665
19600,-0.2680164880990592,-0.14211692260061137,-0.4101334106996706
19700,-0.2695592070489663,-0.14293268113866286,-0.41249188818762916
19800,-0.2710845064760028,-0.14373926804105608,-0.4148237745170589
19900,-0.27259267154051203,-0.14453683419489805,-0.4171295057354101
20000,-0.274083981357762,-0.14532552724906145,-0.41940950860682347
20100,-0.27555870915408187,-0.14610549169936715,-0.421664200853449
20200,-0.27701712241826626,-0.1468768689711295,-0.42389399138939576
20300,-0.27845948304840884,-0.1476397974991499,-0.42609928054755875
20400,-0.279886047494335,-0.14839441280525523,-0.4282804602995902
20500,-0.28129706689577283,-0.14914084757346435,-0.4304379144692372
20600,-0.282692787216412,-0.14987923172287054,-0.43257201893928254
20700,-0.2840734493739907,-0.15060969247831246,-0.43468314185230317
20800,-0.2854392893665485,-0.15133235443891468,-0.4367716438054632
20900,-0.28679053839496405,-0.15204733964457695,-0.438837878039541
21000,-0.28812742298191796,-0.15275476764046925,-0.4408821906223872
21100,-0.2894501650873844,-0.1534547555396153,-0.4429049206269997
21200,-0.2907589822207792,-0.15414741808362198,-0.4449064003044012
21300,-0.29205408754987006,-0.15483286770161553,-0.4468869552514856
21400,-0.293335690006556,-0.15551121456745554,-0.44884690457401155
21500,-0.29460399438961726,-0.15618256665527297,-0.45078656104489023
21600,-0.2958592014645409,-0.1568470297933966,-0.4527062312579375
21700,-0.29710150806051105,-0.1575047077167182,-0.45460621577722926
21800,-0.29833110716466194,-0.15815570211754748,-0.4564868092822094
21900,-0.2995481880136699,-0.15880011269501093,-0.4583483007086808
22000,-0.3007529361827941,-0.1594380372030375,-0.4601909733858316
22100,-0.30194553367241506,-0.16006957149698264,-0.4620151051693977
22200,-0.30312615899218365,-0.16069480957892868,-0.4638209685711123
22300,-0.3042949872428342,-0.1613138436417132,-0.4656088308845474
22400,-0.30545219019574077,-0.16192676411171902,-0.4673789543074598
22500,-0.30659793637029753,-0.16253365969046585,-0.4691315960607634
22600,-0.30773239110917716,-0.16313461739505364,-0.4708670085042308
22700,-0.30885571665154554,-0.1637297225974772,-0.47258543924902274
22800,-0.30996807220428946,-0.16431905906285516,-0.4742871312671446
22900,-0.31106961401131894,-0.1649027089866233,-0.47597232299794223
23000,-0.31216049542101265,-0.1654807530306912,-0.47764124845170386
23100,-0.3132408669518518,-0.16605327035862794,-0.47929413731047976
23200,-0.3143108763563014,-0.1666203386698888,-0.4809312150261902
23300,-0.31537066868300356,-0.16718203423311695,-0.4825527029161205
23400,-0.31642038633731273,-0.16773843191855375,-0.4841588182558665
23500,-0.3174601691402461,-0.1682896052295748,-0.4857497743698209
23600,-0.3184901543858809,-0.16883562633339122,-0.48732578071927213
23700,-0.31951047689725165,-0.16937656609093033,-0.488887042988182
23800,-0.3205212690807917,-0.16991249408593312,-0.4904337631667248
23900,-0.3215226609793651,-0.17044347865327292,-0.491966139632638
24000,-0.32251478032392367,-0.1709695869065473,-0.49348436723047095
24100,-0.3234977525838343,-0.17149088476493501,-0.4949886373487693
24200,-0.3244717010159257,-0.17200743697936094,-0.49647913799528665
24300,-0.32543674671226297,-0.17251930715798602,-0.497956053870249
24400,-0.32639300864672793,-0.17302655779102794,-0.49941956643775587
24500,-0.3273406037204061,-0.17352925027495703,-0.5008698539953631
24600,-0.3282796468058282,-0.17402744493606415,-0.5023070917418924
24700,-0.32921025079010424,-0.17452120105342916,-0.5037314518435334
24800,-0.33013252661697434,-0.17501057688130972,-0.5051431034982841
24900,-0.3310465833278071,-0.17549562967095578,-0.5065422129987629
25000,-0.33195252810158116,-0.17597641569188638,-0.5079289437934675
25100,-0.33285046629387915,-0.17645299025261751,-0.5093034565464967
25200,-0.3337405014749122,-0.17692540772088416,-0.5106659091957964
25300,-0.33462273546661514,-0.17739372154335364,-0.5120164570099688
25400,-0.33549726837883154,-0.17785798426484845,-0.51335525264368
25500,-0.336364198644612,-0.17831824754709658,-0.5146824461917086
25600,-0.3372236230546637,-0.1787745621870207,-0.5159981852416844
25700,-0.33807563679095276,-0.17922697813457455,-0.5173026149255273
25800,-0.33892033345950523,-0.1796755445101499,-0.5185958779696551
25900,-0.3397578051224155,-0.18012030962155445,-0.5198781147439699
26000,-0.3405881423290873,-0.1805613209805803,-0.5211494633096676
26100,-0.34141143414672914,-0.1809986253191751,-0.5224100594659042
26200,-0.34222776819012957,-0.18143226860521566,-0.5236600367953452
26300,-0.3430372306507139,-0.18186229605791548,-0.5248995267086294
26400,-0.3438399063249342,-0.18228875216285223,-0.5261286584877864
26500,-0.3446358786419692,-0.1827116806866469,-0.5273475593286161
26600,-0.3454252296907929,-0.18313112469129034,-0.5285563543820833
26700,-0.34620804024660057,-0.18354712654813432,-0.5297551667947349
26800,-0.34698438979662605,-0.18395972795154747,-0.5309441177481735
26900,-0.34775435656535136,-0.18436896993225926,-0.5321233264976106
27000,-0.34851801753914513,-0.18477489287038806,-0.5332929104095332
27100,-0.349275448490324,-0.18517753650816515,-0.5344529849984891
27200,-0.35002672400066603,-0.18557693996236546,-0.5356036639630315
27300,-0.35077191748438685,-0.1859731417364523,-0.5367450592208391
27400,-0.3515111012105916,-0.18636617973243785,-0.5378772809430294
27500,-0.35224434632521273,-0.18675609126247883,-0.5390004375876916
27600,-0.35297172287246226,-0.1871429130601998,-0.5401146359326621
27700,-0.35369329981578446,-0.18752668129176353,-0.541219981107548
27800,-0.35440914505835375,-0.18790743156668976,-0.5423165766250435
27900,-0.35511932546310043,-0.188285198948428,-0.5434045244115284
28000,-0.3558239068722995,-0.18866001796469,-0.5444839248369895
28100,-0.3565229541267152,-0.1890319226175583,-0.5455548767442735
28200,-0.35721653108433027,-0.1894009463933557,-0.546617477477686
28300,-0.35790470063865065,-0.18976712227231185,-0.5476718229109625
28400,-0.35858752473661637,-0.1901304827379977,-0.5487180074746141
28500,-0.3592650643961164,-0.1904910597865621,-0.5497561241826785
28600,-0.3599373797231169,-0.19084888493576369,-0.5507862646588806
28700,-0.3606045299284224,-0.1912039892337989,-0.5518085191622213
28800,-0.3612665733440694,-0.19155640326794265,-0.5528229766120121
28900,-0.3619235674393617,-0.1919061571729963,-0.553829724612358
29000,-0.36257556883656905,-0.19225328063955516,-0.5548288494761242
29100,-0.363222633326278,-0.19259780292209405,-0.5558204362483721
29200,-0.36386481588242203,-0.19293975284687614,-0.5568045687292982
29300,-0.36450217067698265,-0.19327915881970226,-0.5577813294966849
29400,-0.3651347510943852,-0.1936160488334795,-0.5587507999278647
29500,-0.3657626097455835,-0.19395045047563753,-0.559713060221221
29600,-0.3663857984818488,-0.19428239093538213,-0.560668189417231
29700,-0.3670043684082702,-0.19461189701080084,-0.5616162654190711
29800,-0.36761836989696484,-0.1949389951158096,-0.5625573650127744
29900,-0.3682278526000178,-0.19526371128696063,-0.5634915638869784
30000,-0.36883286546215155,-0.19558607119010007,-0.5644189366522516
30100,-0.36943345673312367,-0.19590610012689558,-0.5653395568600192
30200,-0.3700296739798796,-0.19622382304121544,-0.5662534970210951
30300,-0.3706215640984456,-0.19653926452538428,-0.5671608286238299
30400,-0.37120917332557557,-0.19685244882630948,-0.568061622151885
30500,-0.37179254725016664,-0.1971633998514708,-0.5689559471016374
30600,-0.3723717308244341,-0.19747214117479706,-0.5698438719992311
30700,-0.37294676837485685,-0.1977786960424195,-0.5707254644172763
30800,-0.37351770361291026,-0.19808308737830238,-0.5716007909912126
30900,-0.37408457964556874,-0.19838533778976286,-0.5724699174353316
31000,-0.37464743898560293,-0.19868546957288324,-0.5733329085584862
31100,-0.3752063235616685,-0.19898350471780057,-0.5741898282794691
31200,-0.3757612747281911,-0.19927946491390158,-0.5750407396420927
31300,-0.3763123332750542,-0.19957337155490884,-0.575885704829963
31400,-0.37685953943709194,-0.19986524574386078,-0.5767247851809527
31500,-0.3774029329033963,-0.20015510829799865,-0.577558041201395
31600,-0.3779425528264335,-0.20044297975355074,-0.5783855325799843
31700,-0.378478437830986,-0.20072888037042524,-0.5792073182014112
31800,-0.3790106260229176,-0.20101283013680638,-0.580023456159724
31900,-0.37953915499775936,-0.20129484877366233,-0.5808340037714217
32000,-0.38006406184913777,-0.20157495573916573,-0.5816390175883035
32100,-0.3805853831770283,-0.20185317023301885,-0.5824385534100471
32200,-0.3811031550958539,-0.20212951120070954,-0.5832326662965635
32300,-0.3816174132424264,-0.202403997337665,-0.5840214105800914
32400,-0.3821281927837279,-0.20267664709334343,-0.5848048398770713
32500,-0.38263552842455084,-0.20294747867523144,-0.5855830070997823
32600,-0.38313945441498554,-0.20321651005277164,-0.5863559644677572
32700,-0.3836400045577619,-0.2034837589612153,-0.5871237635189772
32800,-0.3841372122154576,-0.20374924290539442,-0.587886455120852
32900,-0.3846311103175619,-0.20401297916343086,-0.5886440894809928
33000,-0.38512173136740824,-0.20427498479036554,-0.5893967161577738
33100,-0.38560910744897736,-0.20453527662172322,-0.5901443840707006
33200,-0.38609327023356776,-0.20479387127700943,-0.5908871415105772
33300,-0.3865742509863397,-0.20505078516314246,-0.5916250361494821
33400,-0.3870520805727451,-0.20530603447781282,-0.5923581150505579
33500,-0.38752678946482266,-0.20555963521279264,-0.5930864246776153
33600,-0.38799840774738703,-0.2058116031571715,-0.5938100109045585
33700,-0.3884669651241004,-0.20606195390053506,-0.5945289190246354
33800,-0.3889324909234242,-0.20631070283608732,-0.5952431937595115
33900,-0.38939501410447086,-0.206557865163715,-0.5959528792681859
34000,-0.38985456326273926,-0.20680345589298588,-0.5966580191557251
34100,-0.39031116663575105,-0.20704748984610566,-0.5973586564818567
34200,-0.39076485210857426,-0.2072899816608098,-0.5980548337693841
34300,-0.39121564721925806,-0.20753094579320575,-0.5987465930124638
34400,-0.39166357916415784,-0.20777039652056573,-0.5994339756847236
34500,-0.3921086748031688,-0.20800834794406242,-0.6001170227472312
34600,-0.39255096066486184,-0.20824481399146144,-0.6007957746563233
34700,-0.3929904629515284,-0.20847980841975788,-0.6014702713712863
34800,-0.39342720754413385,-0.20871334481777515,-0.602140552361909
34900,-0.3938612200071807,-0.20894543660870246,-0.6028066566158832
35000,-0.3942925255934848,-0.20917609705260354,-0.6034686226460884
35100,-0.3947211492488667,-0.20940533924886306,-0.6041264884977298
35200,-0.39514711561675764,-0.20963317613860655,-0.6047802917553642
35300,-0.39557044904272853,-0.20985962050706153,-0.6054300695497901
35400,-0.3959911735789303,-0.2100846849858855,-0.6060758585648158
35500,-0.39640931298846294,-0.21030838205545388,-0.6067176950439168
35600,-0.39682489074966076,-0.2105307240470995,-0.6073556147967603
35700,-0.39723793006031416,-0.21075172314531843,-0.6079896532056326
35800,-0.39764845384179814,-0.21097139138993892,-0.6086198452317371
35900,-0.39805648474314914,-0.21118974067824503,-0.6092462254213942
36000,-0.398462045145056,-0.21140678276706826,-0.6098688279121243
36100,-0.39886515716378845,-0.21162252927484593,-0.6104876864386344
36200,-0.39926584265505394,-0.21183699168363068,-0.6111028343386846
36300,-0.39966412321779066,-0.21205018134108444,-0.6117143045588751
36400,-0.40006002019789255,-0.21226210946241908,-0.6123221296603116
36500,-0.40045355469187216,-0.212472787132314,-0.6129263418241861
36600,-0.4008447475504586,-0.21268222530680259,-0.6135269728572612
36700,-0.401233619382138,-0.21289043481511483,-0.6141240541972528
36800,-0.40162019055662457,-0.21309742636150242,-0.614717616918127
36900,-0.4020044812082846,-0.2133032105270236,-0.6153076917353082
37000,-0.4023865112394902,-0.21350779777129913,-0.6158943090107893
37100,-0.402766300323929,-0.21371119843424102,-0.61647749875817
37200,-0.40314386790984447,-0.21391342273774994,-0.6170572906475944
37300,-0.4035192332232316,-0.2141144807873827,-0.6176337140106143
37400,-0.4038924152709722,-0.21431438257399815,-0.6182067978449703
37500,-0.4042634328439285,-0.2145131379753642,-0.6187765708192927
37600,-0.404632304519966,-0.21471075675775042,-0.6193430612777164
37700,-0.4049990486669466,-0.2149072485774841,-0.6199062972444307
37800,-0.4053636834456591,-0.21510262298248506,-0.6204663064281442
37900,-0.40572622681270376,-0.21529688941377678,-0.6210231162264805
38000,-0.4060866965233312,-0.21549005720696623,-0.6215767537302974
38100,-0.4064451101342321,-0.21568213559370664,-0.6221272457279388
38200,-0.4068014850062833,-0.21587313370312833,-0.6226746187094117
38300,-0.4071558383072498,-0.21606306056325364,-0.6232188988705034
38400,-0.40750818701443237,-0.21625192510238556,-0.6237601121168179
38500,-0.4078585479172889,-0.2164397361504684,-0.6242982840677573
38600,-0.40820693761999927,-0.2166265024404379,-0.6248334400604372
38700,-0.4085533725439934,-0.21681223260953786,-0.6253656051535312
38800,-0.4088978689304392,-0.2169969352006218,-0.625894804131061
38900,-0.4092404428426897,-0.21718061866343197,-0.6264210615061216
39000,-0.4095811101686899,-0.21736329135585697,-0.6269444015245469
39100,-0.4099198866233431,-0.21754496154517344,-0.6274648481685166
39200,-0.4102567877508472,-0.21772563740925754,-0.6279824251601047
39300,-0.4105918289269801,-0.21790532703779064,-0.6284971559647707
39400,-0.4109250253613621,-0.21808403843343394,-0.629009063794796
39500,-0.41125639209967657,-0.21826177951299286,-0.6295181716126694
39600,-0.41158594402585225,-0.2184385581085566,-0.6300245021344089
39700,-0.41191369586421667,-0.21861438196862437,-0.630528077832841
39800,-0.4122396621816118,-0.2187892587592093,-0.6310289209408211
39900,-0.4125638573894763,-0.21896319606493275,-0.6315270534544091
40000,-0.4128862957459023,-0.2191362013900897,-0.632022497135992
40100,-0.41320699135764416,-0.21930828215970966,-0.6325152735173538
40200,-0.4135259581821167,-0.21947944572058775,-0.6330054039027044
40300,-0.41384321002933966,-0.2196496993423187,-0.6334929093716584
40400,-0.4141587605638728,-0.2198190502182893,-0.6339778107821621
40500,-0.41447262330670664,-0.21998750546668244,-0.6344601287733891
40600,-0.41478481163713044,-0.22015507213144314,-0.6349398837685736
40700,-0.4150953387945693,-0.22032175718324298,-0.6354170959778123
40800,-0.41540421788039206,-0.2204875675204261,-0.6358917854008181
40900,-0.4157114618596949,-0.22065250996993813,-0.636363971829633
41000,-0.416017083563053,-0.22081659128824516,-0.6368336748512982
41100,-0.4163210956882515,-0.2209798181622329,-0.6373009138504844
41200,-0.4166235108019807,-0.2211421972101033,-0.637765708012084
41300,-0.41692434134151535,-0.22130373498223932,-0.6382280763237547
41400,-0.4172235996163618,-0.22146443796207738,-0.6386880375784392
41500,-0.41752129780988767,-0.22162431256694726,-0.6391456103768349
41600,-0.4178174479809109,-0.22178336514891672,-0.6396008131298276
41700,-0.4181120620652865,-0.22194160199560953,-0.640053664060896
41800,-0.41840515187745453,-0.22209902933101855,-0.6405041812084731
41900,-0.418696729111967,-0.2222556533163047,-0.6409523824282717
42000,-0.41898680534499544,-0.2224114800505852,-0.6413982853955806
42100,-0.4192753920358152,-0.2225665155717067,-0.6418419076075219
42200,-0.41956250052826505,-0.22272076585701095,-0.642283266385276
42300,-0.41984814205218957,-0.2228742368240857,-0.6427223788762753
42400,-0.4201323277248532,-0.223026934331509,-0.6431592620563622
42500,-0.42041506855234045,-0.22317886417957578,-0.6435939327319162
42600,-0.4206963754309321,-0.22333003211101987,-0.644026407541952
42700,-0.4209762591484614,-0.22348044381172194,-0.6444567029601833
42800,-0.4212547303856491,-0.22363010491141022,-0.6448848352970593
42900,-0.4215317997174233,-0.22377902098434355,-0.6453108207017668
43000,-0.42180747761421333,-0.22392719754999746,-0.6457346751642108
43100,-0.4220817744432317,-0.22407464007372546,-0.6461564145169572
43200,-0.42235470046973234,-0.22422135396742338,-0.6465760544371557
43300,-0.42262626585825336,-0.22436734459017194,-0.6469936104484253
43400,-0.42289648067383956,-0.22451261724888383,-0.6474090979227234
43500,-0.42316535488324813,-0.22465717719892986,-0.647822532082178
43600,-0.4234328983561402,-0.2248010296447598,-0.6482339280009
43700,-0.42369912086624906,-0.22494417974051872,-0.6486433006067678
43800,-0.42396403209253997,-0.2250866325906462,-0.6490506646831862
43900,-0.4242276416203379,-0.22522839325047617,-0.649456034870814
44000,-0.4244899589424622,-0.22536946672681601,-0.6498594256692782
44100,-0.42475099346032463,-0.2255098579785355,-0.6502608514388601
44200,-0.42501075448502457,-0.2256495719171263,-0.6506603264021509
44300,-0.4252692512384151,-0.2257886134072704,-0.6510578646456855
44400,-0.42552649285417266,-0.22592698726739258,-0.6514534801215652
44500,-0.4257824883788368,-0.22606469827020526,-0.6518471866490421
44600,-0.4260372467728386,-0.22620175114324814,-0.6522389979160867
44700,-0.4262907769115216,-0.22633815056941842,-0.65262892748094
44800,-0.4265430875861349,-0.22647390118749566,-0.6530169887736306
44900,-0.4267941875048278,-0.22660900759265568,-0.6534031950974835
45000,-0.4270440852936179,-0.2267434743369825,-0.6537875596306004
45100,-0.42729278949735505,-0.2268773059299658,-0.6541700954273209
45200,-0.42754030858066283,-0.22701050683900137,-0.6545508154196642
45300,-0.42778665092887636,-0.22714308148987472,-0.6549297324187511
